1661157008 53 0 0
1661159404 3069 0 0
1661160631 3071 0 0
1661161411 12951 0 0
1661240641 13204 0 0
1661242893 13204 0 114
1661245317 13207 0 114
1661249672 13207 0 1452
1661259867 13210 0 1452
1661260045 13210 0 1453
1661260543 13210 0 1708
1661261037 13210 0 1852
1661261142 13210 0 1978
1661261194 13210 1 1978
1661263333 13212 1 1978
1661263368 13212 1 1978
1661263801 13212 2 1978
1661263894 13212 3 1978
1661263960 13212 3 1980
1661264960 13233 3 1980
1661265045 13233 3 1980
1661265133 13233 4 1980
1661266006 14610 4 1980
1661266022 14610 4 1980
1661325428 14610 6 1980
1661326640 14621 6 1980
1661326715 14621 16 1980
1661328694 14621 16 1987
1661329355 14634 16 1987
1661329668 14711 16 1987
1661334171 14711 16 2091
1661334319 14711 125 2091
1661334489 14743 125 2091
1661334615 14743 128 2091
1661336362 14806 128 2091
1661344403 14838 128 2091
1661345944 14838 178 2091
1661351135 14838 178 2152
1661354092 14838 204 2152
1661354108 14838 204 2152
1661414031 14936 204 2152
1661414991 14936 205 2152
1661430091 14941 205 2152
1661430169 14941 205 2279
1661430214 14941 229 2279
1661430226 14941 229 2279
1661430343 14943 229 2279
1661430478 14943 229 2279
1661431464 14943 229 2308
1661431614 14943 229 2308
1661431887 14943 231 2308
1661432451 14943 231 2310
1661433206 14943 231 2316
1661433882 14945 231 2316
1661433896 14945 231 2316
1661433976 14945 237 2316
1661439172 14945 237 2331
1661439176 14945 237 2331
1661440333 14945 242 2331
1661440342 14945 242 2331
1661500735 14970 242 2331
1661500799 14970 242 2383
1661500926 14972 242 2383
1661502333 14972 242 2385
1661505618 14972 242 2420
1661508361 15030 242 2420
1661508386 15030 242 2447
1661508431 15030 242 2447
1661508666 15030 242 2447
1661508819 15039 242 2447
1661508991 15039 242 2456
1661517683 15039 242 2467
1661520712 15039 245 2467
1661524803 15099 245 2467
1661764519 15099 245 2565
1661765088 15099 246 2565
1661766574 15139 246 2565
1661767483 15139 246 2578
1661767548 15141 246 2578
1661777648 15174 246 2578
1661778420 15174 313 2578
1661778949 15176 313 2578
1661779643 15178 313 2578
1661780558 15181 313 2578
1661782858 15181 317 2578
1661784557 15181 327 2578
1661846061 15181 327 2618
1661847660 15181 327 2632
1661851669 15218 327 2632
1661851816 15218 339 2632
1661853703 15218 348 2632
1661854062 15222 348 2632
1661854348 15222 349 2632
1661864378 15237 349 2632
1661864699 15237 352 2632
1661864702 15237 352 2632
1661865013 15388 352 2632
1661867124 15388 352 2718
1661868732 15388 352 2733
1661872598 15414 352 2733
1661938512 15491 352 2733
1661947027 15491 352 2733
1661952340 15563 352 2733
1661952539 15563 352 2779
1661958882 15563 352 2867
1662017544 15572 352 2867
1662018170 15572 455 2867
1662018380 15589 455 2867
1662020319 15589 455 2869
1662021661 15589 481 2869
1662021670 15589 481 2869
1662026553 15589 481 2898
1662034754 15589 513 2898
1662036505 15589 532 2898
1662038264 15626 532 2898
1662038320 15626 532 2927
1662038472 15626 532 2944
1662038999 15626 532 2948
1662039116 15627 532 2948
1662043301 15627 532 2956
1662044188 15627 554 2956
1662044862 15627 554 2959
1662045404 15627 554 2959
1662045452 15627 554 2959
1662103522 15627 560 2959
1662106521 15628 560 2959
1662108804 15628 560 2959
1662110036 15661 560 2959
1662110485 15661 560 2969
1662111306 15661 567 2969
1662112062 15661 569 2969
1662117089 15661 569 2969
1662117527 15661 570 2969
1662122068 15661 570 2975
