1661157008 1 0 0
1661159404 2 0 0
1661160631 3 0 0
1661161411 4 0 0
1661240641 5 0 0
1661242893 5 0 1
1661245317 6 0 1
1661249672 6 0 2
1661259867 7 0 2
1661260045 7 0 3
1661260543 7 0 4
1661261037 7 0 5
1661261142 7 0 6
1661261194 7 1 6
1661263333 8 1 6
1661263368 8 2 6
1661263801 8 3 6
1661263894 8 4 6
1661263960 8 4 7
1661264960 9 4 7
1661265045 10 4 7
1661265133 10 5 7
1661266006 11 5 7
1661266022 11 6 7
1661325428 11 7 7
1661326640 12 7 7
1661326715 12 8 7
1661328694 12 8 8
1661329355 13 8 8
1661329668 14 8 8
1661334171 14 8 9
1661334319 14 9 9
1661334489 15 9 9
1661334615 15 10 9
1661336362 16 10 9
1661344403 17 10 9
1661345944 17 11 9
1661351135 17 11 10
1661354092 17 12 10
1661354108 17 13 10
1661414031 18 13 10
1661414991 18 14 10
1661430091 19 14 10
1661430169 19 14 11
1661430214 19 15 11
1661430226 19 16 11
1661430343 20 16 11
1661430478 21 16 11
1661431464 21 16 12
1661431614 21 16 13
1661431887 21 17 13
1661432451 21 17 14
1661433206 21 17 15
1661433882 22 17 15
1661433896 23 17 15
1661433976 23 18 15
1661439172 23 18 16
1661439176 23 18 17
1661440333 23 19 17
1661440342 23 20 17
1661500735 24 20 17
1661500799 24 20 18
1661500926 25 20 18
1661502333 25 20 19
1661505618 25 20 20
1661508361 26 20 20
1661508386 26 20 21
1661508431 27 20 21
1661508666 27 20 22
1661508819 28 20 22
1661508991 28 20 23
1661517683 28 20 24
1661520712 28 21 24
1661524803 29 21 24
1661764519 29 21 25
1661765088 29 22 25
1661766574 30 22 25
1661767483 30 22 26
1661767548 31 22 26
1661777648 32 22 26
1661778420 32 23 26
1661778949 33 23 26
1661779643 34 23 26
1661780558 35 23 26
1661782858 35 24 26
1661784557 35 25 26
1661846061 35 25 27
1661847660 35 25 28
1661851669 36 25 28
1661851816 36 26 28
1661853703 36 27 28
1661854062 37 27 28
1661854348 37 28 28
1661864378 38 28 28
1661864699 38 29 28
1661864702 38 30 28
1661865013 39 30 28
1661867124 39 30 29
1661868732 39 30 30
1661872598 40 30 30
1661938512 41 30 30
1661947027 41 31 30
1661952340 42 31 30
1661952539 42 31 31
1661958882 42 31 32
1662017544 43 31 32
1662018170 43 32 32
1662018380 44 32 32
1662020319 44 32 33
1662021661 44 33 33
1662021670 44 34 33
1662026553 44 34 34
1662034754 44 35 34
1662036505 44 36 34
1662038264 45 36 34
1662038320 45 36 35
1662038472 45 36 36
1662038999 45 36 37
1662039116 46 36 37
1662043301 46 36 38
1662044188 46 37 38
1662044862 46 37 39
1662045404 46 37 40
1662045452 46 38 40
1662103522 46 39 40
1662106521 47 39 40
1662108804 48 39 40
1662110036 49 39 40
1662110485 49 39 41
1662111306 49 40 41
1662112062 49 41 41
1662117089 49 42 41
1662117527 49 43 41
1662122068 49 43 42
